Row.names	RH_CT_Int_Ctrl1	RH_CT_Int_Ctrl2	RH_CT_Int_Ctrl3	RH_CT_Int_Ctrl4	RH_CT_Int_BM1	RH_CT_Int_BM2	RH_CT_Int_BM3	RH_CT_Int_BM4	logFC	logCPM	LR	PValue	FDR	rownames(sub_RH)	phylum	class	order	family	genus	species	its2_tax_heat	Int_Ctrl	Int_Ctrl.std	Int_BM	Int_BM.std
52	SH1000739.09FU_Hypocreales_gen_Incertae_sedis	0	0	0	0	0.00531519081535027	0.00791932844094821	0.00378865373978011	0.0129696429295181	5.9604909879501	5.60152811675383	9.63289969789493	0.00191122631415894	0.0151929763262228	SH1000739.09FU_Hypocreales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp	SH1000739.09FU_Hypocreales_gen_Incertae_sedis	0	0	0.00749820398139917	0.0040265907602529
53	SH1000772.09FU_Hypocreaceae_gen_Incertae_sedis	0.00145222189950624	0.00352503657225444	0.00198688654877806	0.00495576975493719	0.0327770100279933	0.0413564929693962	0.0113659612193403	0.0672800226968751	3.17354968923457	7.59794807914399	11.2937683178878	0.00077767675679078	0.00763537179394584	SH1000772.09FU_Hypocreaceae_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypocreaceae_gen_Incertae_sedis	s__Hypocreaceae_sp	SH1000772.09FU_Hypocreaceae_gen_Incertae_sedis	0.00297997869386898	0.00158336258630695	0.0381948717284012	0.0231306832312866
54	SH1000775.09FU_Hypocreales_gen_Incertae_sedis	0.0900377577693872	0.000881259143063609	0	0.00330384650329146	0	0	0	0.00162120536618976	-6.72004934512317	7.95119769843585	12.4621349101468	0.000415285019344668	0.00498342023213602	SH1000775.09FU_Hypocreales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp	SH1000775.09FU_Hypocreales_gen_Incertae_sedis	0.0235557158539356	0.0443433679594742	0.000405301341547441	0.000810602683094881
55	SH1000977.09FU_Ceratobasidiaceae_gen_Incertae_sedis	0	0	0	0	0.00708692108713369	0.000879925382327579	0.00909276897547226	0.0226968751266567	6.34052207554062	5.8667674209186	9.81987567170757	0.00172636011670468	0.0141605234889194	SH1000977.09FU_Ceratobasidiaceae_gen_Incertae_sedis	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	s__Ceratobasidiaceae_sp	SH1000977.09FU_Ceratobasidiaceae_gen_Incertae_sedis	0	0	0.00993912264289755	0.00919566332006282
56	SH1002487.09FU_Actinomucor	0.000726110949753122	0.000881259143063609	0.00596065964633419	0.00330384650329146	0.0318911448921016	0.0114390299702585	0.0287937684223288	0.0372877234223645	2.82906147386766	7.17400294363177	7.33674418811766	0.0067559093129979	0.0377399071967469	SH1002487.09FU_Actinomucor	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Actinomucor	s__Actinomucor_sp	SH1002487.09FU_Actinomucor	0.0027179690606106	0.0024630128344223	0.0273529166767634	0.0111747295905703
57	SH1002491.09FU_Actinomucor	0.00217833284925937	0.00264377742919083	0.0188754222133916	0.00247788487746859	0.0655540200559867	0.0281576122344825	0.0507679601130534	0.0948405139221011	2.67838065282747	8.23256854741035	8.53913250134357	0.00347591254643305	0.0227514275766527	SH1002491.09FU_Actinomucor	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Actinomucor	s__Actinomucor_elegans	SH1002491.09FU_Actinomucor	0.0065438543423276	0.00822330127711589	0.0598300265814059	0.0279509165286224
58	SH1021444.09FU_Cheilymenia	0.0152483299448156	0.0123376280028905	0.0109278760182794	0.061121160310892	0	0	0	0.00648482146475905	-4.29413780541116	7.36886239729898	10.2105359706016	0.00139640585131135	0.0119061972585494	SH1021444.09FU_Cheilymenia	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	s__Cheilymenia_sp	SH1021444.09FU_Cheilymenia	0.0249087485692194	0.0242085406535652	0.00162120536618976	0.00324241073237952
59	SH1029836.09FU_Halosphaeriaceae_gen_Incertae_sedis	0.16047051989544	0.360434989513016	0.404331412676336	0.431151968679535	0.00265759540767514	0.00175985076465516	0.00606184598364817	0.00567421878166417	-6.816846538889	10.9540830243512	80.3054338356519	3.20785710800771e-19	2.07869140598899e-16	SH1029836.09FU_Halosphaeriaceae_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Halosphaeriaceae_gen_Incertae_sedis	s__Halosphaeriaceae_sp	SH1029836.09FU_Halosphaeriaceae_gen_Incertae_sedis	0.339097222691082	0.122600129209585	0.00403837773441066	0.00215008873253176
60	SH1030405.09FU_Hymenoscyphus	0	0	0	0	0	0.0131988807349137	0.0106082304713843	0.0267498885421311	6.72471371558758	6.14956349167465	9.68184807401985	0.00186097352516905	0.0150738855538693	SH1030405.09FU_Hymenoscyphus	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	s__Hymenoscyphus_menthae	SH1030405.09FU_Hymenoscyphus	0	0	0.0126392499371073	0.0110045291814212
61	SH1034699.09FU_Ascomycota_gen_Incertae_sedis	0.023961661341853	0.00881259143063609	0.0149016491158355	0.0264307720263317	0.498742071507034	0.490118437956461	0.684230865404287	9.77586835812427	6.58861467184234	13.5645020122036	40.3495772800042	2.12351376293101e-10	3.44009229594824e-08	SH1034699.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH1034699.09FU_Ascomycota_gen_Incertae_sedis	0.0185266684786641	0.00815512228788492	2.86223993324801	4.60995531532012
62	SH1035123.09FU_Magnaporthales_gen_Incertae_sedis	0.0101655532965437	0.00440629571531805	0.0178819789390026	0.0239528871488631	0.125792849296623	0.0721538813508614	0.0613761905844377	0.0891662951404369	2.06219674370676	8.84113620872771	7.17673288008693	0.00738550768195577	0.040298677307698	SH1035123.09FU_Magnaporthales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthales_fam_Incertae_sedis	Magnaporthales_gen_Incertae_sedis	s__Magnaporthales_sp	SH1035123.09FU_Magnaporthales_gen_Incertae_sedis	0.0141016787749319	0.00857963698166281	0.0871223040930898	0.0282046391333684
63	SH1040731.09FU_Ceratobasidium	0.000726110949753122	0	0.000993443274389032	0	0.0168314375819425	0.016718582264224	0.00606184598364817	0.013780245612613	4.05676697615703	6.24205678331226	7.82085150233334	0.00516468571882885	0.0321799648634721	SH1040731.09FU_Ceratobasidium	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	s__Ceratobasidium_sp	SH1040731.09FU_Ceratobasidium	0.000429888556035539	0.000508248616439796	0.0133480278606069	0.00505865722643566
64	SH1055162.09FU_Mucor	0.0994772001161777	0.183301901757231	0.0784820186767336	0.241180794740276	0.0620105595124198	0.0369568660577583	0.0265205761784607	0.0591739958659263	-2.22729478036646	10.0932463803894	10.8957733495309	0.000963839394709161	0.00905170909813821	SH1055162.09FU_Mucor	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	s__Mucor_circinelloides	SH1055162.09FU_Mucor	0.150610478822605	0.0754737000842039	0.0461654994036413	0.0172337734954965
65	SH1063473.09FU_Absidia	0.000726110949753122	0	0	0	0	0.0131988807349137	0.0431906526334932	0.0105378348802335	5.13084350834913	6.48033497792658	7.46017149545113	0.00630789969835492	0.0361773513036197	SH1063473.09FU_Absidia	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	s__Absidia_glauca	SH1063473.09FU_Absidia	0.000181527737438281	0.000363055474876561	0.0167318420621601	0.0185370865775642
66	SH1067361.09FU_Fungi_gen_Incertae_sedis	0.00290444379901249	0.00881259143063609	0.00993443274389032	0	0	0	0	0	-6.01385558321658	5.57415497970683	8.73439330012248	0.00312263198983397	0.0206476074429838	SH1067361.09FU_Fungi_gen_Incertae_sedis	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp	SH1067361.09FU_Fungi_gen_Incertae_sedis	0.00541286699338473	0.00474671813275684	0	0
67	SH1067621.09FU_Rhizophlyctis	0.000726110949753122	0.00264377742919083	0.00198688654877806	0.00165192325164573	0.0487225824740442	0.300934480756032	0.00454638448773613	0.183196206379443	5.76824356431151	9.23931477938824	23.1427221540847	1.50411407215552e-06	4.64126627979419e-05	SH1067621.09FU_Rhizophlyctis	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_sp	SH1067621.09FU_Rhizophlyctis	0.00175217454484194	0.000798519933194129	0.134349913524314	0.134557762489584
68	SH1072909.09FU_Acremonium	0.0196049956433343	0.0458254754393077	0.0556328233657858	0.0437759661686118	1.00545692923709	1.3911620294599	0.118205996681139	0.20427187613991	3.56635110133842	11.5945318894588	21.7589607059429	3.09142585517946e-06	8.34684980898454e-05	SH1072909.09FU_Acremonium	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	s__Acremonium_rutilum	SH1072909.09FU_Acremonium	0.0412098151542599	0.0153044747581096	0.679774207879511	0.620108375206063
69	SH1074019.09FU_Stachybotryaceae_gen_Incertae_sedis	0.000726110949753122	0	0.000993443274389032	0.00165192325164573	0.192232734488501	0.0431163437340514	0.0530411523569215	0.0859238844080574	6.06589761366108	8.639096614054	32.1711940715292	1.41168305970068e-08	8.31609656987307e-07	SH1074019.09FU_Stachybotryaceae_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotryaceae_gen_Incertae_sedis	s__Stachybotryaceae_sp	SH1074019.09FU_Stachybotryaceae_gen_Incertae_sedis	0.000842869368946971	0.000683447629710749	0.0935785287468829	0.0682665288686292
70	SH1074730.09FU_Paramicrothyrium	0.00871333139703747	0.00705007314450887	0.00695410292072323	0.00578173138076005	0.118705928209489	0.08359291132112	0.13336061164026	0.328294086653427	3.85719096768766	9.55475875352966	21.2163933050563	4.10240604135412e-06	0.000106334364591899	SH1074730.09FU_Paramicrothyrium	Ascomycota	Sordariomycetes	Boliniales	Boliniales_fam_Incertae_sedis	Paramicrothyrium	s__Paramicrothyrium_sp	SH1074730.09FU_Paramicrothyrium	0.0071248097107574	0.00120581741442461	0.165988384456074	0.11020035872074
71	SH1077143.09FU_Clonostachys	0.0559105431309904	0.274071593492782	0.0387442877011723	0.0586432754334234	0.0141738421742674	0.0237579853228446	0.0181855379509445	0.0486361609856929	-2.49761171261119	9.54057458618427	9.20968165290771	0.00240738552633662	0.016956367620284	SH1077143.09FU_Clonostachys	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	s__Clonostachys_intermedia	SH1077143.09FU_Clonostachys	0.106842424939592	0.111833456097326	0.0261883816084373	0.0154726025552314
72	SH1078088.09FU_Ascomycota_gen_Incertae_sedis	0.136508858553587	0.145407758605496	0.273196900456984	0.130501936880013	1.9666206016796	2.39427696531334	0.597091829389345	0.950026344587201	2.51878121689208	12.8187312885254	19.0803699389341	1.25327358214006e-05	0.000232034651779075	SH1078088.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH1078088.09FU_Ascomycota_gen_Incertae_sedis	0.17140386362402	0.068137725267894	1.47700393524237	0.843221004408714
73	SH1078801.09FU_Tetracladium	0.00435666569851873	0.00264377742919083	0.000993443274389032	0.000825961625822864	0.0797278622302541	0.0404765675870686	0.0772885362915142	0.047825558302598	3.95027362369169	8.15265766621924	17.7050540582777	2.5794035877499e-05	0.00040767159142974	SH1078801.09FU_Tetracladium	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	s__Tetracladium_sp	SH1078801.09FU_Tetracladium	0.00220496200698036	0.00165245347303152	0.0613296311028587	0.0200864116890488
74	SH1078948.09FU_Ambispora	0.00871333139703747	0.00264377742919083	0.0139082058414465	0.00908557788405151	0.128450444704298	0.050155746792672	0.0447061141294053	0.123211607830422	2.6708622844277	8.73568019366285	10.108456202145	0.00147590544389141	0.0124206068524887	SH1078948.09FU_Ambispora	Glomeromycota	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	s__Ambispora_sp	SH1078948.09FU_Ambispora	0.00858772313793156	0.00461525237915358	0.0866309783641993	0.045369398557538
75	SH1082322.09FU_Lophiotrema	0	0	0	0	0.00531519081535027	0.00703940305862063	0.000757730747956021	0.00162120536618976	4.94871500496148	5.0088046979356	6.70319221038274	0.00962404548495103	0.0494319684447457	SH1082322.09FU_Lophiotrema	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	s__Lophiotrema_sp	SH1082322.09FU_Lophiotrema	0	0	0.00368338249702917	0.00298539137989077
76	SH1091901.09FU_Neosetophoma	0.0130699970955562	0.0396566614378624	0.122193522749851	0.0379942347878518	0.403954501966621	0.272776868521549	0.350071605555682	0.193734041259677	2.05513863827503	10.612540403249	9.34080959419071	0.00224106499228215	0.0165023876704413	SH1091901.09FU_Neosetophoma	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	s__Neosetophoma_buxi	SH1091901.09FU_Neosetophoma	0.0532286040177803	0.0475575348284623	0.305134254325882	0.0917275217998278
77	SH1092073.09FU_Pleosporales_gen_Incertae_sedis	0.00145222189950624	0	0.00198688654877806	0	0.0850430530456043	0	0.037128806649845	0.0218862724435618	4.46829702525347	7.37755871705785	9.05730152963765	0.00261647842671275	0.0182309464570953	SH1092073.09FU_Pleosporales_gen_Incertae_sedis	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp	SH1092073.09FU_Pleosporales_gen_Incertae_sedis	0.000859777112071077	0.00101649723287959	0.0360145330347528	0.0360633318722663
78	SH1111490.09FU_Rhizophydiales_gen_Incertae_sedis	0.00435666569851873	0.0334878474364172	0.00993443274389032	0.018171155768103	0	0	0	0	-7.47232615747591	6.72057553990508	18.7436972190178	1.49516704245307e-05	0.000263803217089497	SH1111490.09FU_Rhizophydiales_gen_Incertae_sedis	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	s__Rhizophydiales_sp	SH1111490.09FU_Rhizophydiales_gen_Incertae_sedis	0.0164875254117323	0.012674729990745	0	0
79	SH1112718.09FU_Agaricomycetes_gen_Incertae_sedis	0	0	0	0.000825961625822864	0.00442932567945856	0.00703940305862063	0.0159123457070764	0.00810602683094881	4.46987842277577	5.7867137848085	7.75245046689919	0.00536397101626444	0.0331033639860891	SH1112718.09FU_Agaricomycetes_gen_Incertae_sedis	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	s__Agaricomycetes_sp	SH1112718.09FU_Agaricomycetes_gen_Incertae_sedis	0.000206490406455716	0.000412980812911432	0.00887177531902611	0.00494128691189118
80	SH1116420.09FU_Spizellomyces	0.00145222189950624	0	0.00894098946950129	0.00660769300658291	0.0256900889408596	0.0642345529099132	0.0227319224386806	0.0372877234223645	2.68608453316419	7.63928477359501	7.38465440806629	0.00657827088188485	0.0370671263605338	SH1116420.09FU_Spizellomyces	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp	SH1116420.09FU_Spizellomyces	0.00425022609389761	0.0042211436290572	0.0374860719279545	0.0189063544763443
81	SH1120928.09FU_Chrysozymaceae_gen_Incertae_sedis	0.0152483299448156	0.0123376280028905	0.00397377309755613	0.0289086569038002	0	0	0	0	-7.5434362195793	6.77557327308067	19.1439568035284	1.21220692398836e-05	0.000231032378454253	SH1120928.09FU_Chrysozymaceae_gen_Incertae_sedis	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Chrysozymaceae_gen_Incertae_sedis	s__Chrysozymaceae_sp	SH1120928.09FU_Chrysozymaceae_gen_Incertae_sedis	0.0151170969872656	0.0103621661533128	0	0
82	SH1127107.09FU_Penicillium	0.0958466453674121	0.431816980101169	0.609974170474866	0.280000991153951	0.0292335494844265	0.039596642204741	0.0636493828283058	0.013780245612613	-3.70959689526745	11.0709634689672	28.0627505984015	1.17444754686641e-07	5.07361340246289e-06	SH1127107.09FU_Penicillium	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_aethiopicum	SH1127107.09FU_Penicillium	0.354409696774349	0.218858093106645	0.0365649550325216	0.0209415842030123
83	SH1136656.09FU_Panaeolus	0.00290444379901249	0.00176251828612722	0.00496721637194516	0.00660769300658291	0.126678714432515	0.151347165760344	0.147757495851424	1.20779799781137	6.10201464451541	10.7722570010965	38.4620958395292	5.58274934812397e-10	7.23524315516867e-08	SH1136656.09FU_Panaeolus	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	s__Panaeolus_sp	SH1136656.09FU_Panaeolus	0.00406046786591695	0.00215464712384985	0.408395343463914	0.53304618815489
84	SH1166081.09FU_Operculomyces	0.000726110949753122	0.0105751097167633	0.0774885754023445	0.0140413476389887	0	0	0	0	-8.10576686831198	7.2767306803044	21.0609271768008	4.44908364428941e-06	0.000106778007462946	SH1166081.09FU_Operculomyces	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Operculomyces	s__Operculomyces_sp	SH1166081.09FU_Operculomyces	0.0257077859269624	0.034978269039365	0	0
85	SH1167413.09FU_Entoloma	0	0	0	0	0.0248042238049679	0.00351970152931031	0.00530411523569215	0.00648482146475905	6.30291470769999	5.83881833772991	10.7198977542042	0.00105989528975689	0.00981160211089234	SH1167413.09FU_Entoloma	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	s__Entoloma_sp	SH1167413.09FU_Entoloma	0	0	0.0100282155086824	0.0099257903149885
86	SH1167565.09FU_Lobulomycetales_gen_Incertae_sedis	0.0065349985477781	0.00881259143063609	0.00993443274389032	0.0140413476389887	0.414584883597321	0.226140823258188	0.0250051146825487	0.0421513395209338	3.59977131306565	9.62971768735744	14.8901720648451	0.00011395512549543	0.00157112598555402	SH1167565.09FU_Lobulomycetales_gen_Incertae_sedis	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	s__Lobulomycetales_sp	SH1167565.09FU_Lobulomycetales_gen_Incertae_sedis	0.0098308425903233	0.00314316756694781	0.176970540264748	0.182709241098715
87	SH1186382.09FU_Piptocephalis	0.0820505373221028	0.0916509508786154	0.0407311742499503	0.0784663544531721	0.0230324935331845	0.0202382837935343	0.0219741916907246	0.027560491225226	-2.31007633074182	9.19984036709086	9.59977328827594	0.00194601394301928	0.0151929763262228	SH1186382.09FU_Piptocephalis	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	s__Piptocephalis_minuta	SH1186382.09FU_Piptocephalis	0.0732247542259602	0.0223660925133093	0.0232013650606673	0.00312603601956563
88	SH1196184.09FU_Spizellomycetales_gen_Incertae_sedis	0	0	0	0	0.000885865135891712	0.000879925382327579	0.0484947678691854	0.013780245612613	7.02243571291397	6.38762251050536	10.5736490375284	0.00114711068401718	0.0103239961561546	SH1196184.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1196184.09FU_Spizellomycetales_gen_Incertae_sedis	0	0	0.0160102010000044	0.0224936328865555
89	SH1197727.09FU_Spizellomycetales_gen_Incertae_sedis	0	0.000881259143063609	0	0	0.0478367173381524	0.000879925382327579	0.0128814227152524	0.0356665180561748	5.80812502060106	6.85988813068169	12.0070606112951	0.000529993798484591	0.00592131002444853	SH1197727.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1197727.09FU_Spizellomycetales_gen_Incertae_sedis	0.000220314785765902	0.000440629571531805	0.0243161458729768	0.0213077259487858
90	SH1202753.09FU_Rhizophlyctis	0	0	0	0	0.0221466283972928	0.0175985076465516	0.00606184598364817	0.00486361609856929	6.6803573216364	6.11481672114068	12.1569979097678	0.000489040290449636	0.00563677086293499	SH1202753.09FU_Rhizophlyctis	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_sp	SH1202753.09FU_Rhizophlyctis	0	0	0.0126676495315155	0.00853822738090346
91	SH1205584.09FU_Spizellomycetales_gen_Incertae_sedis	0.00145222189950624	0.000881259143063609	0.000993443274389032	0.00495576975493719	0.0531519081535027	0.0703940305862063	0.00606184598364817	0.027560491225226	3.6819360241402	7.59537357899521	11.9219964862641	0.000554749956043016	0.00609284697484532	SH1205584.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1205584.09FU_Spizellomycetales_gen_Incertae_sedis	0.00207067351797402	0.00193919177785163	0.0392920689871458	0.0282919587790882
92	SH1207624.09FU_Psathyrella	0.144496079000871	0.11720746602746	0.191734551957083	0.320473110819271	0.0496084476099359	0.0237579853228446	0.0909276897547226	0.0121590402464232	-2.7002044998393	10.4134713873526	13.8167700304872	0.000201529383462544	0.00266512327517813	SH1207624.09FU_Psathyrella	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	s__Psathyrella_madida	SH1207624.09FU_Psathyrella	0.193477801951171	0.0900874033372438	0.0441132907334816	0.0349151222603558
93	SH1208887.09FU_Conocybe	0.000726110949753122	0.00528755485838166	0.00198688654877806	0.00412980812911432	0.012402111902484	0.00527955229396547	0.115932804437271	0.0656588173306854	3.57182723101489	7.90283317657842	11.1505431799213	0.000840070717616693	0.00812486305993458	SH1208887.09FU_Conocybe	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_semiglobata	SH1208887.09FU_Conocybe	0.00303259012150679	0.00205767631504718	0.0498183214911015	0.0516582386628966
94	SH1209864.09FU_Keithomyces	0.0188788846935812	0.0546380668699438	0.0198688654877806	0.0313865417812688	0.1709719712271	0.0871126128504303	0.351587067051594	0.450695091800754	2.56636416463108	10.3362830351951	13.1082284054969	0.000294001582032463	0.00373554951288306	SH1209864.09FU_Keithomyces	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Keithomyces	s__Keithomyces_carneus	SH1209864.09FU_Keithomyces	0.0311930897081436	0.0166291117938357	0.26509168573247	0.165796206607401
95	SH1216820.09FU_Apiosporaceae_gen_Incertae_sedis	0.00435666569851873	0.0141001462890177	0.000993443274389032	0.00578173138076005	0.012402111902484	0.00439962691163789	0.397808642676911	0.0170226563449925	3.53295356175639	8.95546950637192	8.14409738888518	0.00432015539619297	0.0277174326409213	SH1216820.09FU_Apiosporaceae_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Apiosporaceae_gen_Incertae_sedis	s__Apiosporaceae_sp	SH1216820.09FU_Apiosporaceae_gen_Incertae_sedis	0.00630799666067139	0.00556916274960846	0.107908259459006	0.193337258244241
96	SH1227959.09FU_Penicillium	0.00290444379901249	0.123376280028905	0.0278164116828929	0.0429500045427889	0.000885865135891712	0.00527955229396547	0.0106082304713843	0.00243180804928464	-3.6431205085933	8.19370465540204	12.1312938819086	0.00049582706664706	0.00563677086293499	SH1227959.09FU_Penicillium	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_virgatum	SH1227959.09FU_Penicillium	0.0492617850133999	0.0520951183441229	0.00480136398763153	0.0042776274194689
97	SH1233397.09FU_Powellomyces	0.307144931745571	0.13923894460405	0.11325253328035	0.0825961625822864	0.0132879770383757	0.0193583584112067	0.0272783069264168	0.047825558302598	-3.43202654625767	10.391460812017	17.9303817903847	2.29134024366469e-05	0.000390733809972294	SH1233397.09FU_Powellomyces	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	s__Powellomyces_hirtus	SH1233397.09FU_Powellomyces	0.160558143053064	0.100429222102906	0.0269375501696493	0.0150574454817392
98	SH1239897.09FU_Nectria	0.0275922160906186	0.0519942894407529	0.0357639578780052	0.155280785654698	0.00265759540767514	0.00263977614698274	0.0378865373978011	0.0170226563449925	-2.57583621470096	8.81677964238712	7.51749055216968	0.00611027431853923	0.0359950705310311	SH1239897.09FU_Nectria	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	s__Nectria_ramulariae	SH1239897.09FU_Nectria	0.0676578122660188	0.0592891259208773	0.0150516413243629	0.0166631744700972
99	SH1254094.09FU_Melanophyllum	0.00943944234679059	0.0220314785765902	0	0.00825961625822864	0.000885865135891712	0	0	0	-5.52503742041592	6.28633231573442	9.42827530421402	0.00213665140839587	0.0162888248545944	SH1254094.09FU_Melanophyllum	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Melanophyllum	s__Melanophyllum_haematospermum	SH1254094.09FU_Melanophyllum	0.00993263429540236	0.00909361469452641	0.000221466283972928	0.000442932567945856
100	SH1256957.09FU_Spizellomycetales_gen_Incertae_sedis	0.00508277664827186	0.00176251828612722	0.00695410292072323	0	0	0	0	0	-5.61628305274941	5.30009821840465	7.64303793390134	0.00569918525123154	0.0345146919887667	SH1256957.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1256957.09FU_Spizellomycetales_gen_Incertae_sedis	0.00344984946378058	0.00314615062715129	0	0
101	SH1259058.09FU_Samsoniella	0.0145222189950624	0.00264377742919083	0	0.00412980812911432	0	0	0	0	-6.47216821821336	5.87862191625445	9.35440854517391	0.00222449742553582	0.0165023876704413	SH1259058.09FU_Samsoniella	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Samsoniella	s__Samsoniella_hepiali	SH1259058.09FU_Samsoniella	0.0053239511383419	0.00636558182533595	0	0
102	SH1278556.09FU_Ascomycota_gen_Incertae_sedis	0.0137961080453093	0.363078766942207	0.176832902841248	0.130501936880013	0.00974451649480883	0.0307973883814653	0.0575875368446576	0.0210756697604669	-2.8604441947086	10.0305828603723	11.3376558845549	0.000759511337824251	0.00758263302769957	SH1278556.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH1278556.09FU_Ascomycota_gen_Incertae_sedis	0.171052428677194	0.145237071980839	0.0298012778703497	0.0204244815332018
