Taxa,coeff,p,padj,Treatment,Mean_Ctrl,Mean_BMc,Sd_Ctrl,Sd_BMc,Taxonomic_Level,N-Fertilization-Intensity
Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;ASV2846,6802.29,8.67778758863214e-4,0.012351104518122014,Intensive,0,0.012276224633057643,0,0.003624157240371563,ASV,Intensive
Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;ASV228,-10023.68,8.677787597416219e-4,0.015834284580080314,Extensive,0.1749078818664705,0.12145319310317336,0.01460492152539354,0.02410078125920627,ASV,Extensive
Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;ASV18,-678.96,8.677787588021316e-4,0.015834284580080314,Extensive,0.6749701925186222,0.5130308091816831,0.08262298770932014,0.02112203042315872,ASV,Extensive
Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;ASV2,-97.16,8.677787588776683e-4,0.015834284580080314,Extensive,3.1618262515541202,2.3236591556708737,0.3464164740342714,0.11966506041460107,ASV,Extensive
Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter;ASV5,-219.42,8.677787588756223e-4,0.015834284580080314,Extensive,1.401719610447448,1.026615197397791,0.13182709016390062,0.07122641490555777,ASV,Extensive
Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Unclassified_Micrococcaceae;ASV24,-280.61,8.677787588384257e-4,0.015834284580080314,Extensive,0.9581917270913329,0.5219367453379407,0.25041521362041436,0.0745874046705063,ASV,Extensive
Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;ASV1319,-5118.11,8.677787588716768e-4,0.015834284580080314,Extensive,0.037865695812612156,0.004834966477565756,0.008006768215808662,0.009669932955131511,ASV,Extensive
Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;ASV372,-1393.82,8.67778758838217e-4,0.015834284580080314,Extensive,0.09882637298088034,0,0.04509107629228245,0,ASV,Extensive
Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;ASV170,2905.3,8.677787591775258e-4,0.015834284580080314,Extensive,0.11973423719839707,0.21834142436315762,0.05712191433603216,0.028086996627158453,ASV,Extensive
Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;ASV2094,22643.45,8.677787591388333e-4,0.015834284580080314,Extensive,0,0.011099036494565206,0,0.00826616117835563,ASV,Extensive
Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;ASV3416,4684.17,8.677787588014213e-4,0.015834284580080314,Extensive,0,0.014102521986361694,0,0.0027240095614442707,ASV,Extensive
Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;ASV1204,8108.58,8.677787589186647e-4,0.015834284580080314,Extensive,0.016136959301338558,0.03645111927818717,0.011149231287747906,0.005751462840883697,ASV,Extensive
Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;ASV131,-1603.29,8.677787589993107e-4,0.015834284580080314,Extensive,0.35841131240886365,0.24226573537008325,0.07604169232256684,0.017374257713481205,ASV,Extensive
Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;ASV25,-819.82,8.677787588066253e-4,0.015834284580080314,Extensive,0.6546225331855469,0.5044280882846318,0.04631765518418471,0.035963172514259796,ASV,Extensive
Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;ASV53,-476.15,8.677787588869336e-4,0.015834284580080314,Extensive,0.5033453834480034,0.3137141364137226,0.03852232612175799,0.045041352891399045,ASV,Extensive
Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;ASV58,-1475.77,8.67778758887275e-4,0.015834284580080314,Extensive,0.3782099833483451,0.2765853500883401,0.05514280304236787,0.027351047874582514,ASV,Extensive
Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Unclassified_Streptomycetaceae;ASV149,-997.45,8.677787588870379e-4,0.015834284580080314,Extensive,0.2053040845456763,0.04748245872636111,0.07237202913854592,0.012102408310906714,ASV,Extensive
Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Unclassified_Streptomycetaceae;ASV820,-2852.94,8.677787588179467e-4,0.015834284580080314,Extensive,0.08619721991329221,0.04851267495724929,0.025166581978714714,0.005614445393942998,ASV,Extensive
Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;ASV332,-18151.23,8.67778761549534e-4,0.015834284580080314,Extensive,0.19302347547580087,0.14364830825634678,0.031975231454746456,0.01962577955137966,ASV,Extensive
Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;ASV449,-50966.43,8.677787623632611e-4,0.015834284580080314,Extensive,0.07297639234591993,0.05570642364976168,0.013074731709924662,0.0071251648163238755,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;Unclassified_67-14;ASV1824,-7598.51,8.677787588805709e-4,0.015834284580080314,Extensive,0.02464041434127095,0.003028895664640672,0.008406567829306856,0.006057791329281344,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;Unclassified_67-14;ASV2003,-1627.53,8.677787588147381e-4,0.015834284580080314,Extensive,0.03885015112385862,0,0.014685517781759774,0,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;Unclassified_67-14;ASV237,-1345.18,8.677787589325253e-4,0.015834284580080314,Extensive,0.1965761967849411,0.12610590726967652,0.029048404045115103,0.012601042834979086,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;Unclassified_67-14;ASV264,-3683.17,8.677787588439202e-4,0.015834284580080314,Extensive,0.1689108881188246,0.13508810963301132,0.019602889965338717,0.0023399727195671603,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;Unclassified_67-14;ASV49,-1716.68,8.677787594074892e-4,0.015834284580080314,Extensive,0.47027235223534875,0.2978987602321172,0.1363739239004261,0.023191457560854417,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;Unclassified_67-14;ASV531,-9147.45,8.677787590336692e-4,0.015834284580080314,Extensive,0.08872363305535372,0.06417307994206894,0.011878557528371117,0.008259633575909552,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;Unclassified_67-14;ASV5555,11272.69,8.677787589151692e-4,0.015834284580080314,Extensive,0,0.007218781118558511,0,0.004703906116833289,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;Unclassified_67-14;ASV888,-6172.57,8.677787592705392e-4,0.015834284580080314,Extensive,0.07969191930173915,0.027298560919288124,0.018300291099312898,0.03156152980650954,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV472,-418.76,8.677787588068924e-4,0.015834284580080314,Extensive,0.1587266769501924,0,0.03644678152860877,0,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;ASV1032,-4172.63,8.677787588645552e-4,0.015834284580080314,Extensive,0.056489730370373095,0.022702871037250154,0.012879873673438035,0.015438205221378822,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;ASV2951,-4234.96,8.677787588327531e-4,0.015834284580080314,Extensive,0.01627586124576269,0,0.006020444159586795,0,ASV,Extensive
Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Unclassified_Solirubrobacteraceae;ASV4027,21705.33,8.677787591424521e-4,0.015834284580080314,Extensive,0,0.012039022393611801,0,0.007673879017473337,ASV,Extensive
Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;ASV5688,22859.89,8.677787588822624e-4,0.015834284580080314,Extensive,0,0.006277631874725039,0,0.00387739668853121,ASV,Extensive
Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;ASV3557,14153.13,8.67778759030141e-4,0.015834284580080314,Extensive,0.0028409736584922383,0.02081318737003246,0.0056819473169844766,0.005830273779226721,ASV,Extensive
Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;ASV4530,5626.63,8.67778758817194e-4,0.015834284580080314,Extensive,0,0.011985672802934935,0,0.003507427030506844,ASV,Extensive
Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Unclassified_Microscillaceae;ASV976,266653.68,8.677787895713839e-4,0.015834284580080314,Extensive,0.007950139676618308,0.03015213251499504,0.010732323492277157,0.007730090301489447,ASV,Extensive
Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;ASV1269,133941.08,8.67778778640195e-4,0.015834284580080314,Extensive,0.006378093375287015,0.034868959347279224,0.01275618675057403,0.008834275217676655,ASV,Extensive
Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;ASV20,32.82,8.6777875885199e-4,0.015834284580080314,Extensive,0.09494147095909071,2.4027266989522182,0.06719705178513449,0.8306290102188182,ASV,Extensive
Firmicutes;Bacilli;Bacillales;Bacillaceae;Unclassified_Bacillaceae;ASV82,-774.36,8.677787588907431e-4,0.015834284580080314,Extensive,0.44333703746085795,0.33411776371328344,0.04265282973463449,0.025212652700599105,ASV,Extensive
Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV1729,-16858.59,8.677787591808813e-4,0.015834284580080314,Extensive,0.03183027160042304,0.015043686282391514,0.00899999945391438,0.007411036035939347,ASV,Extensive
Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;ASV4320,25859.48,8.67778759348903e-4,0.015834284580080314,Extensive,0.002174441800329929,0.012560134736208676,0.0018596338495328688,0.011314462137696726,ASV,Extensive
Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Unclassified_Gemmatimonadaceae;ASV569,-13961.99,8.677787602995839e-4,0.015834284580080314,Extensive,0.06921642701239084,0.02630069531177861,0.024780919662707752,0.01899100540748105,ASV,Extensive
Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Unclassified_Myxococcaceae;ASV3115,22206.92,8.677787593849411e-4,0.015834284580080314,Extensive,0,0.01223419320761109,0,0.013814258172899293,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia;ASV2640,36136.21,8.677787600457062e-4,0.015834284580080314,Extensive,0.007291329584146037,0.024032458122895548,0.008649102467681614,0.0053510524765918825,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;ASV216,860.18,8.677787589004744e-4,0.015834284580080314,Extensive,0.07609277383233859,0.1816179635994148,0.03591137861269385,0.008999924769772346,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;ASV240,1615.42,8.677787588016819e-4,0.015834284580080314,Extensive,0.10168515226229305,0.1691127496498606,0.034168598307024574,0.006458525345944222,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;ASV48,1532.87,8.67778759278582e-4,0.015834284580080314,Extensive,0.21461661031033333,0.44171742438059886,0.10692302338601384,0.047047616692576545,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;ASV51,1095.88,8.677787589296991e-4,0.015834284580080314,Extensive,0.2083270621201857,0.37489594021920547,0.08152297255931842,0.042217578541807146,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Psychroglaciecola;ASV360,1743.56,8.677787588002658e-4,0.015834284580080314,Extensive,0.06176587301020901,0.12982163568588845,0.01765887514559337,0.018076386259294037,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Unclassified_Beijerinckiaceae;ASV315,6259.64,8.67778759666155e-4,0.015834284580080314,Extensive,0.10566340236023354,0.1731881428916832,0.04683437743559218,0.012670514966455495,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;ASV751,793.6,8.677787588106352e-4,0.015834284580080314,Extensive,0,0.08568650178221124,0,0.01969217233865187,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Labraceae;Labrys;ASV1432,23412.78,8.677787600188854e-4,0.015834284580080314,Extensive,0.01188378233697253,0.03382613930767632,0.014017585998424589,0.005879253716532382,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Unclassified_Methyloligellaceae;ASV256,4328.68,8.67778759510298e-4,0.015834284580080314,Extensive,0.06037357736220651,0.14415197875165373,0.06974479605325595,0.01232510004119768,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium;ASV1103,3193.37,8.677787589306052e-4,0.015834284580080314,Extensive,0.02017940521307838,0.0775019167405712,0.024322099342230515,0.020615568557470963,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudaminobacter;ASV1440,1423.04,8.677787588450155e-4,0.015834284580080314,Extensive,0,0.04870699712068369,0,0.021713415244604902,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Unclassified_Rhizobiaceae;ASV514,2408.01,8.67778759017656e-4,0.015834284580080314,Extensive,0.07115196085760184,0.16398978579924725,0.03567292738651884,0.037351504524290036,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudorhodoplanes;ASV580,19221.58,8.677787616184935e-4,0.015834284580080314,Extensive,0.04343692304039503,0.10725982753457389,0.03318667890263389,0.019008849652720754,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV140,2387.48,8.677787593040697e-4,0.015834284580080314,Extensive,0.13785318879165107,0.2662290703376005,0.08079632044130944,0.01839509336102549,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV1407,11485.87,8.67778759413327e-4,0.015834284580080314,Extensive,0.005113752585286029,0.0413575506529013,0.010227505170572058,0.015736931567175472,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV157,2499.47,8.677787591426905e-4,0.015834284580080314,Extensive,0.08749038331937706,0.1843467329157021,0.06444691519488963,0.016742058894051223,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV214,1380.66,8.677787588736699e-4,0.015834284580080314,Extensive,0.07959693158759182,0.1828797425857131,0.05328433680617587,0.03920306286184741,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV56,1505.37,8.677787594390422e-4,0.015834284580080314,Extensive,0.24890557824139972,0.4781139336367114,0.1511948640850673,0.037017367437601145,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus_Alysiosphaera;ASV384,786.59,8.67778758929384e-4,0.015834284580080314,Extensive,0.045378528790777306,0.17244142402044924,0.03968810814389934,0.017732297845916286,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus_Alysiosphaera;ASV403,7380.26,8.677787597710564e-4,0.015834284580080314,Extensive,0.05631860395110044,0.11756793944597504,0.03856805013296009,0.021492269739103023,ASV,Extensive
Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Unclassified_Geminicoccaceae;ASV1606,-4525.48,8.677787589577702e-4,0.015834284580080314,Extensive,0.03284487648773662,0.008928414817074482,0.0057740264145314905,0.006582169463694113,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;ASV1659,2557.18,8.677787588567883e-4,0.015834284580080314,Extensive,0,0.030714368386352126,0,0.010096224302243105,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;ASV1406,18837.19,8.677787616005031e-4,0.015834284580080314,Extensive,0.026961055043035222,0.0746353936937442,0.031221698554118504,0.011608724982902044,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Unclassified_Comamonadaceae;ASV1510,1924.39,8.67778758844572e-4,0.015834284580080314,Extensive,0,0.03821410256738001,0,0.013024113999064453,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Unclassified_Comamonadaceae;ASV2377,5760.7,8.677787588070278e-4,0.015834284580080314,Extensive,0,0.018814477831887277,0,0.009394903881913785,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Unclassified_Comamonadaceae;ASV2584,2992.34,8.677787588185698e-4,0.015834284580080314,Extensive,0,0.023567792606341766,0,0.005640422333226917,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;ASV894,2357.71,8.677787589658327e-4,0.015834284580080314,Extensive,0.018126747988831765,0.06264837004280398,0.020931161760132697,0.011630676192701526,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067;ASV3221,5643.5,8.67778758808667e-4,0.015834284580080314,Extensive,0,0.011416036699830757,0,0.0032789287064845934,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067;ASV350,-18454.48,8.677787611770808e-4,0.015834284580080314,Extensive,0.12752037069974537,0.09067587539582711,0.035771059867048906,0.008405920273863375,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Unclassified_Oxalobacteraceae;ASV3687,4705.91,8.677787588114509e-4,0.015834284580080314,Extensive,0,0.014102129187367286,0,0.004405502932770161,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;Unclassified_SC-I-84;ASV1129,-1658.84,8.677787588452871e-4,0.015834284580080314,Extensive,0.045527545030415895,0,0.014392985590480967,0,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;ASV1083,16077.35,8.677787593944343e-4,0.015834284580080314,Extensive,0.03209162758138079,0.05545828383567428,0.009939210857249596,0.012970683816362141,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Unclassified_Steroidobacteraceae;ASV2811,13362.96,8.677787588034707e-4,0.015834284580080314,Extensive,0.001652513167926397,0.010990388370435781,0.0021603268250943958,0.0021969693965070394,ASV,Extensive
Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Unclassified_Rhodanobacteraceae;ASV448,79149.57,8.677787783380232e-4,0.015834284580080314,Extensive,0.05759920580095773,0.10960017974882703,0.027498562427903144,0.017167244970102673,ASV,Extensive
