Row.names	RH_CT_Ext_Ctrl1	RH_CT_Ext_Ctrl2	RH_CT_Ext_Ctrl3	RH_CT_Ext_Ctrl4	RH_CT_Ext_BM1	RH_CT_Ext_BM2	RH_CT_Ext_BM3	RH_CT_Ext_BM4	logFC	logCPM	LR	PValue	FDR	rownames(sub_RH)	phylum	class	order	family	genus	species	its2_tax_heat	Ext_Ctrl	Ext_Ctrl.std	Ext_BM
54	SH0971595.09FU_Valsonectria	0.00331402911374576	0	0	0	0.0127032520325203	0.0219964386718341	0	0.0442433383609854	4.40223529122641	6.9330504738215	6.60269236130307	0.0101824681795866	0.0407298727183463	SH0971595.09FU_Valsonectria	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Valsonectria	s__Valsonectria_pulchella	SH0971595.09FU_Valsonectria	0.000828507278436441	0.00165701455687288	0.019735757266335
55	SH0971630.09FU_Sordariomycetes_gen_Incertae_sedis	0	0.0459318188081612	0.000792707094728498	0.0255071539595871	0	0.00104744946056353	0	0	-5.30718261263352	6.64024427939676	7.39299132179854	0.00654785042981963	0.0282675494165384	SH0971630.09FU_Sordariomycetes_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	s__Sordariomycetes_sp	SH0971630.09FU_Sordariomycetes_gen_Incertae_sedis	0.0180579199656192	0.0220349825863559	0.000261862365140882
56	SH0972898.09FU_Dactylonectria	0.212926370558165	0.419816823906593	0.198969480776853	0.259854130963294	0.0169376693766938	0.0136168429873259	0.0539643835068855	0.0904977375565611	-2.57601913859279	10.5535931236485	9.8601940542098	0.00168893290247554	0.00972166256059094	SH0972898.09FU_Dactylonectria	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	s__Dactylonectria_macrodidyma	SH0972898.09FU_Dactylonectria	0.272891701551226	0.101353022436922	0.0437541583568665
57	SH0977264.09FU_Glomus	0	0	0	0	0.00105860433604336	0.0104744946056353	0.0459696600243839	0.0794369029663147	8.14708913537137	7.48040091476042	20.6231885105045	5.59147505827959e-06	9.89691085315487e-05	SH0977264.09FU_Glomus	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	s__Glomus_sp	SH0977264.09FU_Glomus	0	0	0.0342349154830943
58	SH0977305.09FU_Glomeraceae_gen_Incertae_sedis	0	0	0.000792707094728498	0	0.011644647696477	0.0157117419084529	0.0679551496012632	0.0372046254399196	6.73726885953458	7.52732886738759	22.3350852645092	2.28984542853417e-06	4.63203018114912e-05	SH0977305.09FU_Glomeraceae_gen_Incertae_sedis	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp	SH0977305.09FU_Glomeraceae_gen_Incertae_sedis	0.000198176773682124	0.000396353547364249	0.0331290411615281
59	SH0978702.09FU_Magnaporthaceae_gen_Incertae_sedis	0.0273407401884026	0.00367454550465289	0.00396353547364249	0.00797098561237097	0.0846883468834688	0.0356132816591599	0.084943937001579	0.0925087983911513	2.85902832689552	8.85215148469072	8.50527767216764	0.00354117869671267	0.0172907208087763	SH0978702.09FU_Magnaporthaceae_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthaceae_gen_Incertae_sedis	s__Magnaporthaceae_sp	SH0978702.09FU_Magnaporthaceae_gen_Incertae_sedis	0.0107374516947672	0.0112411907466707	0.0744385909838398
60	SH0980736.09FU_Myrmecridium	0	0	0	0	0.00211720867208672	0.00523724730281764	0.00699538304718886	0	5.14555395620637	5.21633254399822	7.2138655463011	0.00723425233669747	0.0304872062760822	SH0980736.09FU_Myrmecridium	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	s__Myrmecridium_sp	SH0980736.09FU_Myrmecridium	0	0	0.0035874597555233
61	SH0985614.09FU_Pleotrichocladium	0.0762226696161526	0.158924093076238	0.0760998810939358	0.126738671236698	0.00635162601626016	0.0157117419084529	0.0179881278356285	0.0472599296128708	-2.23820502996144	9.31035868884282	6.77402814749326	0.00924938415468109	0.0376354251811162	SH0985614.09FU_Pleotrichocladium	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Pleotrichocladium	s__Pleotrichocladium_opacum	SH0985614.09FU_Pleotrichocladium	0.109496328755756	0.0406729286254727	0.0218278563433031
62	SH0989470.09FU_Papiliotrema	0.0149131310118559	0	0.00317082837891399	0.00956518273484516	0	0	0	0	-5.93520881408979	5.73347534052715	8.12782094620336	0.00435911061432158	0.0209949001016305	SH0989470.09FU_Papiliotrema	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	s__Papiliotrema_frias	SH0989470.09FU_Papiliotrema	0.00691228553140377	0.00665406103733326	0
63	SH0993030.09FU_Pleosporales_gen_Incertae_sedis	0	0	0	0	0.0201134823848238	0.00418979784225411	0.0169887874003158	0.0100553041729512	6.94503733769879	6.43841921968182	15.5701638898252	7.94992317034665e-05	0.000879460250719598	SH0993030.09FU_Pleosporales_gen_Incertae_sedis	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp	SH0993030.09FU_Pleosporales_gen_Incertae_sedis	0	0	0.0128368429500862
64	SH0994498.09FU_Pyrenochaetopsis	0.0132561164549831	0.0146981820186116	0.0150614347998415	0.0199274640309274	0.1196222899729	0.130931182570441	0.16688985269722	0.219205630970337	3.45665292518999	9.84126773138219	16.0056580205569	6.31534643438099e-05	0.000732994307465859	SH0994498.09FU_Pyrenochaetopsis	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	s__Pyrenochaetopsis_leptospora	SH0994498.09FU_Pyrenochaetopsis	0.0157357993260909	0.00290116627870483	0.159162239052724
65	SH0994584.09FU_Phialophora	0	0	0	0	0.00317581300813008	0.0293285848957788	0.000999340435312694	0.0251382604323781	7.083068655973	6.55272646408678	13.8919158331678	0.00019362952852151	0.00173531273662316	SH0994584.09FU_Phialophora	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	s__Phialophora_cyclaminis	SH0994584.09FU_Phialophora	0	0	0.0146604996928999
66	SH0996224.09FU_Lipomyces	0	0.00734909100930579	0.00634165675782798	0.00637678848989678	0	0	0	0	-5.3794808280645	5.39349728891497	7.13938851012957	0.00754088686189983	0.0315850657799328	SH0996224.09FU_Lipomyces	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	s__Lipomyces_tetrasporus	SH0996224.09FU_Lipomyces	0.00501688406425764	0.00337701434629445	0
67	SH0997012.09FU_Kockovaella	0	0.000918636376163223	0	0	0	0.10998219335917	0.0609597665540743	0.0351935646053293	7.46943577216571	8.1943773324111	19.1836045480256	1.18728774282307e-05	0.000186799938204162	SH0997012.09FU_Kockovaella	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	s__Kockovaella_sp	SH0997012.09FU_Kockovaella	0.000229659094040806	0.000459318188081612	0.0515338811296435
68	SH1000591.09FU_Ramophialophora	0.196356224989437	0.270997730968151	0.149821640903686	0.318042325933602	0.00105860433604336	0.0597046192521211	0.00299802130593808	0	-3.55731050006276	10.2379447578557	7.88332438529139	0.00498926825982265	0.0232394863681213	SH1000591.09FU_Ramophialophora	Ascomycota	Sordariomycetes	Sordariales	Bombardiaceae	Ramophialophora	s__Ramophialophora_sp	SH1000591.09FU_Ramophialophora	0.233804480698719	0.0751328638061193	0.0159403112235256
69	SH1000739.09FU_Hypocreales_gen_Incertae_sedis	0	0	0	0	0.00846883468834688	0.019901539750707	0.0189874682709412	0.0170940170940171	7.22471793314098	6.67009139027339	18.8958012785142	1.38056192875558e-05	0.00021248648816499	SH1000739.09FU_Hypocreales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp	SH1000739.09FU_Hypocreales_gen_Incertae_sedis	0	0	0.016112964951003
70	SH1000775.09FU_Hypocreales_gen_Incertae_sedis	0.00911358006280085	0.0137795456424484	0.000792707094728498	0.341955282770715	0	0	0	0.00301659125188537	-6.64497152408685	8.77683163626562	13.6269425785479	0.000222962670082174	0.00186754275373044	SH1000775.09FU_Hypocreales_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp	SH1000775.09FU_Hypocreales_gen_Incertae_sedis	0.0914102788926731	0.167116347365207	0.000754147812971342
71	SH1000977.09FU_Ceratobasidiaceae_gen_Incertae_sedis	0	0	0.000792707094728498	0.000797098561237097	0.0306995257452575	0.0502775741070493	0.0429716387184458	0.081447963800905	6.71261088969322	8.14491102410515	28.4589870370386	9.57044829164065e-08	4.51725159365439e-06	SH1000977.09FU_Ceratobasidiaceae_gen_Incertae_sedis	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae_gen_Incertae_sedis	s__Ceratobasidiaceae_sp	SH1000977.09FU_Ceratobasidiaceae_gen_Incertae_sedis	0.000397451413991399	0.000458940863446878	0.0513491755929144
72	SH1004708.09FU_Pyronemataceae_gen_Incertae_sedis	0.000828507278436441	0	0.00396353547364249	0.00239129568371129	0.011644647696477	0.00837959568450822	0.00199868087062539	0.0563097033685269	3.3414749035874	6.92129625173778	6.24733436623574	0.0124380347188364	0.0478593944616095	SH1004708.09FU_Pyronemataceae_gen_Incertae_sedis	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronemataceae_gen_Incertae_sedis	s__Pyronemataceae_sp	SH1004708.09FU_Pyronemataceae_gen_Incertae_sedis	0.00179583460894756	0.00175254529541136	0.0195831569050344
73	SH1011645.09FU_Agaricomycetes_gen_Incertae_sedis	0.0629665531611695	0.117585456148893	0.0792707094728498	0.160216810808656	0.00846883468834688	0	0	0	-5.21846108515084	9.02898725503321	15.4224277856077	8.5961985073095e-05	0.000922137658056838	SH1011645.09FU_Agaricomycetes_gen_Incertae_sedis	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	s__Agaricomycetes_sp	SH1011645.09FU_Agaricomycetes_gen_Incertae_sedis	0.105009882397892	0.0433439598094544	0.00211720867208672
74	SH1014179.09FU_Agaricomycetes_gen_Incertae_sedis	0.4888192942775	0.00183727275232645	0	0	0.00105860433604336	0	0	0	-8.26776870892668	9.36677564197644	11.6879042541739	0.000629077159036236	0.00420176064714769	SH1014179.09FU_Agaricomycetes_gen_Incertae_sedis	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	s__Agaricomycetes_sp	SH1014179.09FU_Agaricomycetes_gen_Incertae_sedis	0.122664141757457	0.244104971502525	0.00026465108401084
75	SH1021444.09FU_Cheilymenia	0.035625812972767	0.0192913638994277	0.011097899326199	0.00637678848989678	0	0	0	0.00301659125188537	-4.39821937274154	6.78988655765648	9.23919580305004	0.0023688896786102	0.0131029210348127	SH1021444.09FU_Cheilymenia	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	s__Cheilymenia_sp	SH1021444.09FU_Cheilymenia	0.0180979661720726	0.0128457068536289	0.000754147812971342
76	SH1033726.09FU_Lasiosphaeriaceae_gen_Incertae_sedis	0.00165701455687288	0.00275590912848967	0.001585414189457	0.00478259136742258	0.0444613821138211	0.0303760343563423	0.0719525113425139	0.00904977375565611	4.01853276627501	7.92282056578954	13.6128405690684	0.000224643730846773	0.00186754275373044	SH1033726.09FU_Lasiosphaeriaceae_gen_Incertae_sedis	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeriaceae_gen_Incertae_sedis	s__Lasiosphaeriaceae_sp	SH1033726.09FU_Lasiosphaeriaceae_gen_Incertae_sedis	0.00269523231056053	0.00149112282911235	0.0389599253920834
77	SH1034699.09FU_Ascomycota_gen_Incertae_sedis	0.0381113348080763	0.0183727275232645	0.0206103844629409	0.0518114064804113	6.68191056910569	1.61935686603121	0.662562708612316	1.30718954248366	6.61142373530663	13.9017606215215	66.0916716082713	4.30430696011865e-16	1.015816442588e-13	SH1034699.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH1034699.09FU_Ascomycota_gen_Incertae_sedis	0.0322264633186733	0.0157592406179875	2.56775492155822
78	SH1038567.09FU_Mortierella	1.81111691066206	3.78110732428783	2.81173206500198	2.05252879518552	0.936864837398374	0.796061590028281	0.983350988347691	1.55555555555556	-1.14515241804888	14.1238894857318	8.58927719386504	0.00338148198788469	0.0166256197737664	SH1038567.09FU_Mortierella	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp	SH1038567.09FU_Mortierella	2.61412127378435	0.887150604667845	1.06795824283248
79	SH1039137.09FU_Mortierella	0.0704231186670975	0.242520003307091	0.0784780023781213	0.113985094256905	0.00741023035230352	0.0230438881323976	0.00199868087062539	0.0231271995977878	-2.97575849192303	9.3907354136345	9.88093795547598	0.00166999788542754	0.00969146313838277	SH1039137.09FU_Mortierella	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp	SH1039137.09FU_Mortierella	0.126351554652304	0.0797243266192344	0.0138949997382786
80	SH1039180.09FU_Mortierella	0.0853362496789534	0.207611821012888	0.0206103844629409	0.217607907217727	0.0169376693766938	0.00733214622394469	0.0309795534946935	0.0301659125188537	-2.46926676390189	9.517866881415	7.36655149247583	0.006644824238329	0.0283405756670899	SH1039180.09FU_Mortierella	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp	SH1039180.09FU_Mortierella	0.132791590593128	0.0959661517340609	0.0213538204035464
81	SH1039256.09FU_Mortierella	0.545157789211178	0.608137281020054	1.4966309948474	0.350723366944323	0.0169376693766938	0.0282811354352153	0.102932064837207	0.0452488687782805	-3.89444110718617	11.936208166998	24.3654603499139	7.96846508856472e-07	2.29713853007416e-05	SH1039256.09FU_Mortierella	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp	SH1039256.09FU_Mortierella	0.75016235800574	0.509563515533262	0.0483499346068492
82	SH1040731.09FU_Ceratobasidium	0	0	0.00237812128418549	0.000797098561237097	0.0127032520325203	0.0240913375929611	0.02598285131813	0.0271493212669683	4.70642385717223	7.11092199016602	13.4592042231555	0.000243807145125253	0.00191794954165199	SH1040731.09FU_Ceratobasidium	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	s__Ceratobasidium_sp	SH1040731.09FU_Ceratobasidium	0.000793804961355648	0.00112105927466406	0.022481690552645
83	SH1046127.09FU_Ascomycota_gen_Incertae_sedis	0	0	0	0	0.00317581300813008	0.00837959568450822	0.00999340435312694	0.0271493212669683	6.72094120772493	6.26823620436209	14.7757101235925	0.00012108518855881	0.00122218254117759	SH1046127.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH1046127.09FU_Ascomycota_gen_Incertae_sedis	0	0	0.0121745335781834
84	SH1055162.09FU_Mucor	0.0414253639218221	0.551181825697934	0.0372572334522394	0.0494201107967	0.0285823170731707	0.0125693935267623	0.0189874682709412	0.0341880341880342	-2.57853249476378	9.79345376982438	6.4036200793345	0.0113887907486936	0.0447959102781949	SH1055162.09FU_Mucor	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	s__Mucor_circinelloides	SH1055162.09FU_Mucor	0.169821133467174	0.254290545808748	0.0235818032647271
85	SH1060902.09FU_Spizellomycetales_gen_Incertae_sedis	0.00165701455687288	0.0220472730279174	0.00951248513674197	0.00398549280618548	0	0	0	0	-6.23167035132881	5.93778962604372	11.0095596508354	0.000906431775859235	0.00576845432328121	SH1060902.09FU_Spizellomycetales_gen_Incertae_sedis	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp	SH1060902.09FU_Spizellomycetales_gen_Incertae_sedis	0.00930056638192943	0.00911404285512949	0
86	SH1066686.09FU_Trichoderma	0.000828507278436441	0.00183727275232645	0.001585414189457	0.0119564784185565	0.0582232384823848	0.037708180580287	0.0679551496012632	0.11965811965812	4.22248065109043	8.63402615441287	15.1790374192795	9.77829215140042e-05	0.00101809277105757	SH1066686.09FU_Trichoderma	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_sp	SH1066686.09FU_Trichoderma	0.00405191815969408	0.00528711473650694	0.0708861720805137
87	SH1066941.09FU_Olpidiaceae_gen_Incertae_sedis	0	0	0	0.000797098561237097	0.0846883468834688	0.116266890122552	0.201866767933164	0.0311714429361488	8.57883825729594	9.24033700994489	38.2341016883333	6.27462155574085e-10	4.03857460133138e-08	SH1066941.09FU_Olpidiaceae_gen_Incertae_sedis	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidiaceae_gen_Incertae_sedis	s__Olpidiaceae_sp	SH1066941.09FU_Olpidiaceae_gen_Incertae_sedis	0.000199274640309274	0.000398549280618548	0.108498361968833
88	SH1067621.09FU_Rhizophlyctis	0	0.00183727275232645	0	0	0.136559959349594	0.00628469676338117	0.012991425659065	0.00402212166918049	6.59041558835147	8.0337594168799	15.7848349092543	7.09690763219122e-05	0.000810421065095385	SH1067621.09FU_Rhizophlyctis	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	s__Rhizophlyctis_sp	SH1067621.09FU_Rhizophlyctis	0.000459318188081612	0.000918636376163223	0.039964550860305
89	SH1068126.09FU_Pleosporales_gen_Incertae_sedis	0.0132561164549831	0.0110236365139587	0.012683313515656	0.00637678848989678	0.171493902439024	0.197967948046507	0.287810045370056	0.278531925590749	4.53036039377549	10.3318904059017	26.9006505380148	2.14186776732584e-07	8.92024928980407e-06	SH1068126.09FU_Pleosporales_gen_Incertae_sedis	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp	SH1068126.09FU_Pleosporales_gen_Incertae_sedis	0.0108349637436236	0.00311925746178496	0.233950955361584
90	SH1071508.09FU_Cyphellophora	0	0.000918636376163223	0	0	0.0105860433604336	0.0230438881323976	0.0239841704475046	0.00502765208647562	5.78926783971214	6.69369517467581	14.4718725142429	0.000142268125761357	0.00137980593204165	SH1071508.09FU_Cyphellophora	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	s__Cyphellophora_sp	SH1071508.09FU_Cyphellophora	0.000229659094040806	0.000459318188081612	0.0156604385067029
91	SH1072909.09FU_Acremonium	1.52196787048774	0.299475458629211	0.346413000396354	0.487027220915866	0.131266937669377	0.123599036346496	0.087941958307517	0.0563097033685269	-2.5631107379961	11.9191177712855	11.5432628352507	0.000679952032815095	0.00445746332623229	SH1072909.09FU_Acremonium	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	s__Acremonium_rutilum	SH1072909.09FU_Acremonium	0.663720887607293	0.577687217356115	0.0997794089229792
92	SH1073994.09FU_Stachybotrys	5.16739989560808	5.2380646168827	3.93896155370591	5.08867721493763	1.05542852303523	1.03488006703677	1.17822237323367	1.30417295123177	-1.9304341435224	14.8316504676831	38.6847914814656	4.9807484658543e-10	3.52636991382484e-08	SH1073994.09FU_Stachybotrys	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	s__Stachybotrys_chartarum	SH1073994.09FU_Stachybotrys	4.85827582028358	0.615906039197326	1.14317597863436
93	SH1074164.09FU_Albifimbria	0	0	0	0.00876808417360807	0.0243478997289973	0.0638944170943752	0.0249835108828173	0.0804424333836099	4.55193190312056	8.11770001131175	10.9971441535134	0.000912523847750701	0.00576845432328121	SH1074164.09FU_Albifimbria	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Albifimbria	s__Albifimbria_verrucaria	SH1074164.09FU_Albifimbria	0.00219202104340202	0.00438404208680403	0.0484170652724499
94	SH1074226.09FU_Paramyrothecium	0	0	0	0	0	0.00628469676338117	0.0119920852237523	0.0201106083459025	6.35985804441522	5.99956743634494	10.6291999554083	0.00111315862792402	0.00697448060681598	SH1074226.09FU_Paramyrothecium	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	s__Paramyrothecium_terrestris	SH1074226.09FU_Paramyrothecium	0	0	0.00959684758325899
95	SH1074730.09FU_Paramicrothyrium	0.00745656550592797	0.00551181825697934	0.00475624256837099	0.00956518273484516	0.173611111111111	0.158164868545093	0.0529650430715728	0.218200100553042	4.61267279448093	9.74441962266248	23.9468728360262	9.90310180434295e-07	2.36597768417209e-05	SH1074730.09FU_Paramicrothyrium	Ascomycota	Sordariomycetes	Boliniales	Boliniales_fam_Incertae_sedis	Paramicrothyrium	s__Paramicrothyrium_sp	SH1074730.09FU_Paramicrothyrium	0.00682245226653086	0.00215342007404975	0.150735280820205
96	SH1076177.09FU_Saccharomycetales_gen_Incertae_sedis	0.0878217715142628	0.00275590912848967	0	0	0	0	0	0.00100553041729512	-6.04377372832842	7.10248746927284	7.41494374066509	0.00646843370719855	0.0280960188018195	SH1076177.09FU_Saccharomycetales_gen_Incertae_sedis	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Saccharomycetales_gen_Incertae_sedis	s__Saccharomycetales_sp	SH1076177.09FU_Saccharomycetales_gen_Incertae_sedis	0.0226444201606881	0.0434709846885358	0.000251382604323781
97	SH1077119.09FU_Stephanonectria	0.00165701455687288	0.0211286366517541	0.000792707094728498	0.00239129568371129	0.0825711382113821	0.0209489892112706	0.111926128755022	0.110608345902464	3.85778456112583	8.86161327291495	11.8201545941265	0.000585929949082805	0.00413808125005458	SH1077119.09FU_Stephanonectria	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Stephanonectria	s__Stephanonectria_keithii	SH1077119.09FU_Stephanonectria	0.0064924134967667	0.00977933078038425	0.0815136505200345
98	SH1077305.09FU_Clonostachys	0.00331402911374576	0.0367454550465289	0.0808561236623068	0.0773185604399984	0.00846883468834688	0.00209489892112706	0.000999340435312694	0.00201106083459025	-3.55882308024269	8.09199657824056	8.8622337065711	0.00291131102087605	0.014641942885834	SH1077305.09FU_Clonostachys	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	s__Clonostachys_eriocamporesii	SH1077305.09FU_Clonostachys	0.049558542065645	0.0367554413706867	0.00339353371984422
99	SH1078088.09FU_Ascomycota_gen_Incertae_sedis	1.31815507999238	0.744095464692211	0.845818470075307	1.16854649077358	0.181021341463415	0.108934743898607	0.212859512721604	0.134741075917546	-2.52228424172818	12.4976661282776	18.5646986317731	1.64233914481011e-05	0.000239952853913398	SH1078088.09FU_Ascomycota_gen_Incertae_sedis	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp	SH1078088.09FU_Ascomycota_gen_Incertae_sedis	1.01915387638337	0.269210057957241	0.159389168500293
100	SH1082322.09FU_Lophiotrema	0	0	0	0	0.014820460704607	0.00104744946056353	0	0.00301659125188537	5.64216940597321	5.49021045590475	7.54009848987559	0.00603407442186809	0.0267007793167663	SH1082322.09FU_Lophiotrema	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	s__Lophiotrema_sp	SH1082322.09FU_Lophiotrema	0	0	0.00472112535426399
101	SH1089540.09FU_Ustilaginaceae_gen_Incertae_sedis	0.116819526259538	0.00367454550465289	0.00237812128418549	0.442389701486589	0.00105860433604336	0	0	0.0231271995977878	-4.56716005377507	9.46684839468624	7.76255350466905	0.00533404964136689	0.0242083791415882	SH1089540.09FU_Ustilaginaceae_gen_Incertae_sedis	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilaginaceae_gen_Incertae_sedis	s__Ustilaginaceae_sp	SH1089540.09FU_Ustilaginaceae_gen_Incertae_sedis	0.141315473633741	0.207761365584886	0.0060464509834578
102	SH1090464.09FU_Auricularia	0.000828507278436441	0.00275590912848967	0.000792707094728498	0.00239129568371129	0.0275237127371274	0.0387556300408505	0.278815981452242	0.0432378079436903	5.88042674595712	9.01387641981137	23.9311374011053	9.98437513821975e-07	2.36597768417209e-05	SH1090464.09FU_Auricularia	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	s__Auricularia_sp	SH1090464.09FU_Auricularia	0.00169210479634148	0.00102879613346161	0.0970832830434774
103	SH1090683.09FU_Auriculariales_gen_Incertae_sedis	0	0	0	0	0	0.00837959568450822	0.00299802130593808	0.00201106083459025	5.03686968153296	5.15991563328923	7.11836748792524	0.00762981512190275	0.0315901117327903	SH1090683.09FU_Auriculariales_gen_Incertae_sedis	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Auriculariales_gen_Incertae_sedis	s__Auriculariales_sp	SH1090683.09FU_Auriculariales_gen_Incertae_sedis	0	0	0.00334716945625914
104	SH1090718.09FU_Auricularia	0	0	0.00237812128418549	0.00159419712247419	0.0211720867208672	0.0356132816591599	0.252833130134111	0.0744092508798391	6.46181973581551	8.96993371311285	24.2531089129744	8.44706279314914e-07	2.29713853007416e-05	SH1090718.09FU_Auricularia	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	s__Auricularia_sp	SH1090718.09FU_Auricularia	0.000993079601664922	0.00119053166367373	0.0960069373484944
105	SH1091901.09FU_Neosetophoma	0.100249380690809	0.0349081822942025	0.01585414189457	0.0111593798573194	1.33913448509485	0.810725882476171	1.00433713748926	0.94017094017094	4.79166665047758	12.4967558911689	35.8296564996748	2.15344873108183e-09	1.27053475133828e-07	SH1091901.09FU_Neosetophoma	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	s__Neosetophoma_buxi	SH1091901.09FU_Neosetophoma	0.0405427711842253	0.041107744253378	1.0235921113078
106	SH1092073.09FU_Pleosporales_gen_Incertae_sedis	0.00165701455687288	0	0.000792707094728498	0	0.0561060298102981	0.0240913375929611	0.0579617452481362	0.0915032679738562	6.35192371729694	8.30071986346756	25.9093120530572	3.5783876185417e-07	1.20642782567977e-05	SH1092073.09FU_Pleosporales_gen_Incertae_sedis	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp	SH1092073.09FU_Pleosporales_gen_Incertae_sedis	0.000612430412900345	0.000790315915133601	0.0574155951563129
